instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_daily,atemp,hum_daily,windspeed_daily,casual,registered,cnt_daily,cnt_hourly,temp_hourly,hum_hourly,windspeed_hourly
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,5582,0.38166666666666665,0.91125,0.10137916666666667
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,3228,0.3841666666666667,0.9054166666666666,0.157975
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,5170,0.43583333333333335,0.9249999999999999,0.19030833333333333
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,5501,0.35333333333333333,0.5966666666666667,0.2960375
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,5319,0.29750000000000004,0.5383333333333333,0.16293749999999999
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,5532,0.29583333333333334,0.48583333333333334,0.17412916666666667
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,5611,0.2816666666666667,0.6429166666666667,0.13122916666666667
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,5047,0.32416666666666666,0.6504166666666666,0.10635
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,3786,0.3625,0.83875,0.10074166666666667
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,4585,0.3933333333333333,0.9070833333333334,0.09825833333333334
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,5557,0.41083333333333333,0.66625,0.22140416666666665
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,5267,0.3325,0.6254166666666666,0.18409166666666665
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,4128,0.33,0.6679166666666667,0.1324625
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,3623,0.32666666666666666,0.5566666666666666,0.37438333333333335
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,1749,0.2658333333333333,0.44125,0.4073458333333333
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,1787,0.24583333333333335,0.5154166666666666,0.13308333333333333
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,920,0.23130434782608697,0.7913043478260869,0.0772304347826087
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,1013,0.29130434782608694,0.7347826086956522,0.16872608695652175
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,441,0.24333333333333332,0.8233333333333334,0.31654583333333336
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,2114,0.25416666666666665,0.6529166666666667,0.35013333333333335
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,3095,0.25333333333333335,0.59,0.15547083333333334
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,1341,0.25333333333333335,0.7529166666666667,0.12438333333333333
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,1796,0.25583333333333336,0.48333333333333334,0.35075416666666664
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,2729,0.21583333333333332,0.5775,0.15484583333333332
